t,rmse_enkf,rmse_eakf,rmse_enkf_tr,rmse_eakf_tr
3.350000000000000089e+00,3.384887152681076650e+00,2.693802527708355044e+00,2.179472164448456262e+00,2.147088159699642951e+00
3.400000000000000355e+00,3.995526242676158191e+00,2.330250876161495732e+00,2.828500588608223953e+00,1.930022664075513372e+00
3.450000000000000178e+00,4.214555053826656739e+00,2.295106999839197304e+00,2.802125467947680804e+00,1.651530196765065517e+00
3.500000000000000000e+00,4.478657105987127629e+00,2.428991262006253926e+00,2.924318760065502509e+00,1.661049314863383586e+00
3.550000000000000266e+00,4.558914210060510896e+00,2.629702650355151938e+00,2.967678622821075418e+00,1.818869854580273948e+00
3.600000000000000089e+00,5.018223030129190576e+00,3.281626512222318937e+00,2.995421878745810229e+00,1.506913006174994463e+00
3.650000000000000355e+00,4.737467264492101648e+00,3.324250798281153330e+00,2.606256610186896250e+00,1.541240705601312211e+00
3.700000000000000178e+00,4.479856497315964248e+00,3.397488719458621187e+00,2.390751017636289166e+00,1.645232318010682482e+00
3.750000000000000000e+00,4.267206943656029594e+00,3.503507632827851825e+00,2.331555477013433464e+00,1.707747278822698611e+00
3.800000000000000266e+00,4.538792731209699838e+00,3.354760121436300757e+00,2.615207257394488227e+00,1.323941803380443982e+00
3.850000000000000089e+00,4.460830906215803360e+00,3.466777365095793595e+00,2.474990325668740887e+00,1.408146848373408533e+00
3.900000000000000355e+00,4.379490246535803877e+00,3.631650145691556641e+00,2.589076877626753870e+00,1.899339323867218265e+00
3.950000000000000178e+00,4.272311130751084818e+00,3.572900455776403028e+00,2.820306430401026798e+00,2.343698950941623504e+00
4.000000000000000000e+00,3.985104544590323261e+00,3.531888759614713269e+00,2.853276167216060255e+00,2.703809968536094122e+00
4.049999999999999822e+00,3.983384654388657076e+00,3.360908826084012091e+00,2.792357285079640761e+00,2.724227706082199330e+00
4.100000000000000533e+00,4.123685569967562969e+00,3.112221251323135984e+00,2.877381588980791438e+00,2.482706541187103433e+00
4.150000000000000355e+00,4.287578763318008690e+00,2.863750035923244397e+00,3.060365114945918563e+00,1.985109532717293623e+00
4.200000000000000178e+00,4.065679904774664344e+00,2.878479901899338333e+00,3.131991528084077547e+00,1.904851793451167508e+00
4.250000000000000000e+00,4.217265299789286104e+00,3.128800340992161200e+00,3.308338272212234976e+00,1.797890505686884133e+00
4.299999999999999822e+00,4.208419232988725334e+00,3.417696787385169355e+00,3.281670869779134581e+00,1.834955593975413413e+00
4.350000000000000533e+00,3.874349850563628461e+00,3.699165866970922423e+00,2.894234762036210107e+00,2.144885541921255800e+00
4.400000000000000355e+00,4.085415968414737975e+00,4.572455303271786065e+00,2.987686429789808695e+00,2.539986543096546256e+00
4.450000000000000178e+00,4.011694121073698049e+00,4.708654724682828530e+00,2.751068970933482127e+00,2.688477036880777771e+00
4.500000000000000000e+00,3.892292842404090791e+00,4.579263159450976950e+00,2.583298799224565734e+00,2.710380821425618425e+00
4.549999999999999822e+00,3.711325430423327187e+00,4.271176607070756859e+00,2.390615518266360429e+00,2.612988066287135869e+00
4.600000000000000533e+00,4.719204587614000523e+00,4.360712279790199375e+00,2.578965077452672894e+00,2.934003660454473916e+00
4.650000000000000355e+00,4.721730280729976137e+00,4.724713222591178763e+00,2.518576643102416135e+00,3.174348110364201059e+00
4.700000000000000178e+00,4.527103731419347632e+00,5.072492798870739783e+00,2.394875484290959200e+00,3.707650306217624259e+00
4.750000000000000000e+00,4.332348178060117405e+00,5.175698455182712543e+00,2.339969811972174352e+00,4.139757774195306439e+00
4.800000000000000711e+00,4.832756638149222184e+00,7.393715184660544004e+00,2.533623666668573637e+00,5.587581648455004490e+00
4.850000000000000533e+00,4.979810621124577175e+00,7.134616825740813795e+00,2.698129684772675674e+00,5.451951092774323548e+00
4.900000000000000355e+00,5.094029211588363637e+00,6.744811545831485233e+00,2.963781877567122081e+00,5.088898085837435303e+00
4.950000000000000178e+00,5.135967618839783810e+00,6.182708809251220572e+00,3.209496116522863041e+00,4.547614843403543716e+00
5.000000000000000000e+00,5.307088341860238145e+00,6.366606707830765544e+00,3.607375044611067505e+00,4.725462308853271232e+00
