t,rmse_enkf,rmse_eakf,rmse_enkf_tr,rmse_eakf_tr
3.600000000000000089e+00,4.224754681945795731e+00,2.065460404565600427e+00,3.302164130206588943e+00,1.953513164209410125e+00
3.650000000000000355e+00,4.329895881393192703e+00,2.093626500483106945e+00,3.280487667651375006e+00,2.159125335971487925e+00
3.700000000000000178e+00,4.196415881533349435e+00,2.157875423162530559e+00,3.090389231263320546e+00,2.286735616831202744e+00
3.750000000000000000e+00,3.907732425940050991e+00,2.369817599975385658e+00,3.107814635355052868e+00,2.251144810339960500e+00
3.800000000000000266e+00,4.041606240985820442e+00,1.709869043589191007e+00,3.576809843110092313e+00,1.748244544478689821e+00
3.850000000000000089e+00,3.979452420523206246e+00,1.721677520794780092e+00,3.319331465668453607e+00,1.507290234281426278e+00
3.900000000000000355e+00,3.904535788565456578e+00,1.745186703346509383e+00,3.116482378349692883e+00,1.602432587468272551e+00
3.950000000000000178e+00,3.883119202294160743e+00,1.821422963554281349e+00,3.151988482251334212e+00,1.840751767336749056e+00
4.000000000000000000e+00,4.878908918889501400e+00,1.679465121364420277e+00,3.813250779146949654e+00,1.293349022235118495e+00
4.049999999999999822e+00,4.809118408609901252e+00,1.817449277098230453e+00,3.709081225350427946e+00,1.348040849756124926e+00
4.100000000000000533e+00,4.695674235721090106e+00,2.005792288642132437e+00,3.757027494200719797e+00,1.644894122814015702e+00
4.150000000000000355e+00,4.668034521727920882e+00,2.238273933927875436e+00,3.883649036887839578e+00,2.026010759181546828e+00
4.200000000000000178e+00,3.747854842692996957e+00,2.066141618101619670e+00,2.780819315948331205e+00,2.586386118211145835e+00
4.250000000000000000e+00,3.659720244560642488e+00,2.069689459459413072e+00,2.872474305522475291e+00,2.430675763709682080e+00
4.299999999999999822e+00,3.609401383791527085e+00,2.135856534909486459e+00,2.917626821012240690e+00,2.083540814976286626e+00
4.350000000000000533e+00,3.616164473307764027e+00,2.200291231401569458e+00,2.963628493370566552e+00,2.093022214462347819e+00
4.400000000000000355e+00,4.037234069534124004e+00,1.815048458787607455e+00,3.327679071665666122e+00,2.245742441777701437e+00
4.450000000000000178e+00,3.987146235042621445e+00,1.817720828584639348e+00,3.198689443069266503e+00,2.301860588600033175e+00
4.500000000000000000e+00,3.947816293366624318e+00,1.850783626006951454e+00,3.115681308802644711e+00,2.218842232199673248e+00
4.549999999999999822e+00,3.800183170572368319e+00,1.817050600293449891e+00,2.866141164137232078e+00,2.038385761394862161e+00
4.600000000000000533e+00,4.847228672156528972e+00,1.951021733977908346e+00,4.064631355236058674e+00,1.533778305650236540e+00
4.650000000000000355e+00,4.561097144716012686e+00,1.928927144581234154e+00,3.685107479152922139e+00,1.551791781470976073e+00
4.700000000000000178e+00,4.267684813073609362e+00,1.993038989797902172e+00,3.305697871485304695e+00,1.484398217136340570e+00
4.750000000000000000e+00,3.920760603850347970e+00,2.115765270902712825e+00,2.907225155418891038e+00,1.400025489984573435e+00
4.800000000000000711e+00,3.799454685216888006e+00,2.200227810463195155e+00,2.785115492955367422e+00,1.205374658334935623e+00
4.850000000000000533e+00,3.838952656145214970e+00,2.383647163947516745e+00,2.777746470143434454e+00,1.363265461686868907e+00
4.900000000000000355e+00,3.823816848889484366e+00,2.512789803671025446e+00,2.735295779849720610e+00,1.523669662991134377e+00
4.950000000000000178e+00,3.869773286090833153e+00,2.556738519734678583e+00,2.806075261518841568e+00,1.741116431131839892e+00
5.000000000000000000e+00,3.761645313952222125e+00,2.591797192540502337e+00,2.999975123962867141e+00,1.811322673334160527e+00
