t,rmse_enkf,rmse_eakf,rmse_enkf_tr,rmse_eakf_tr
3.050000000000000266e+00,2.823089138951694554e+00,2.587186210095750560e+00,1.473837961480817027e+00,1.048774022579500587e+00
3.100000000000000089e+00,2.891050523780837711e+00,2.747757574831248384e+00,1.443746504961706867e+00,1.039133803323935901e+00
3.150000000000000355e+00,2.968751534184021601e+00,2.918237681423474061e+00,1.433436276287655575e+00,1.216686704298096000e+00
3.200000000000000178e+00,2.387041259692995521e+00,3.098942701875655903e+00,1.336869654476181779e+00,1.460311266647860373e+00
3.250000000000000000e+00,2.590170120213923788e+00,3.393244789238245129e+00,1.281585436375177300e+00,1.563134208257618285e+00
3.300000000000000266e+00,2.889795069478303002e+00,3.608661257317002935e+00,1.474404785332811274e+00,1.730690881481412813e+00
3.350000000000000089e+00,3.121751476090657729e+00,3.761931586961616780e+00,1.798971692797104449e+00,1.937892524681272599e+00
3.400000000000000355e+00,2.830548710419114489e+00,3.661638342164169391e+00,1.572853942500845204e+00,1.933609660637731320e+00
3.450000000000000178e+00,3.040553353025297945e+00,3.610702999457353179e+00,1.438338584230755890e+00,1.753626703788353502e+00
3.500000000000000000e+00,3.203018708562965777e+00,3.683251811274420806e+00,1.405487729170428635e+00,1.755788319346231807e+00
3.550000000000000266e+00,3.335201151913516515e+00,3.841107698967264561e+00,1.474865853040644881e+00,1.943085995963639290e+00
3.600000000000000089e+00,2.773102775253061036e+00,3.077152658586824518e+00,1.406733846302737678e+00,1.582935703096426172e+00
3.650000000000000355e+00,2.862881384094459580e+00,3.031250113859434325e+00,1.267129726652316712e+00,1.552727660320940783e+00
3.700000000000000178e+00,3.165801596015166197e+00,3.120533030214019732e+00,1.278541913337001512e+00,1.569151885681707714e+00
3.750000000000000000e+00,3.448148644508000515e+00,3.288949442642836285e+00,1.438976601220231633e+00,1.646611005810838524e+00
3.800000000000000266e+00,3.764294620043668438e+00,2.950346213022994046e+00,1.827537926451985761e+00,1.320478393000196649e+00
3.850000000000000089e+00,3.754183503500188035e+00,2.986486679256192378e+00,1.675982970383510295e+00,1.176058101614241069e+00
3.900000000000000355e+00,3.698746554135639020e+00,3.056436155733524451e+00,1.673356831352708074e+00,1.251456290102060276e+00
3.950000000000000178e+00,3.579383155266025796e+00,3.083535806429227755e+00,1.800297263264665881e+00,1.455426689472853141e+00
4.000000000000000000e+00,3.539120870837696664e+00,2.050771721491404076e+00,2.088827743747450949e+00,1.117835641394831603e+00
4.049999999999999822e+00,3.435235390853639714e+00,2.032845187846383794e+00,2.001448595694710342e+00,9.133899157073096520e-01
4.100000000000000533e+00,3.491784713141108831e+00,2.100784644398116185e+00,2.071466555918505037e+00,9.490060677140057521e-01
4.150000000000000355e+00,3.514655876174469729e+00,2.305335284015639363e+00,2.169527058745845505e+00,1.086417746312513088e+00
4.200000000000000178e+00,3.171858921224137262e+00,2.314044208642815903e+00,1.925947718920263174e+00,1.318699454683222028e+00
4.250000000000000000e+00,3.002841423378778796e+00,2.454521831078680272e+00,1.629365977150253775e+00,1.201756712760453150e+00
4.299999999999999822e+00,2.863100538905176240e+00,2.506145099069573057e+00,1.447804059299387935e+00,1.194329715082514287e+00
4.350000000000000533e+00,2.871403446090499578e+00,2.496243062615875807e+00,1.512801411737001889e+00,1.311017706161680563e+00
4.400000000000000355e+00,2.690509516870571716e+00,2.095824731480012915e+00,1.440180550180163443e+00,9.677056497818272707e-01
4.450000000000000178e+00,2.712913367624225636e+00,2.055415723933202266e+00,1.400745032050531691e+00,8.133910607542078619e-01
4.500000000000000000e+00,2.803880750698779067e+00,2.123221119455279915e+00,1.421741123646269367e+00,7.900158547388478336e-01
4.549999999999999822e+00,2.909792457283899569e+00,2.293778642497978471e+00,1.398155945000718159e+00,9.009793780717495482e-01
4.600000000000000533e+00,2.661148689763269015e+00,2.154232064251472067e+00,1.513611657061513904e+00,1.215394473901260763e+00
4.650000000000000355e+00,2.683144835765510550e+00,2.281664023317379719e+00,1.263815705995550820e+00,1.031520380808562454e+00
4.700000000000000178e+00,2.714435029526495402e+00,2.398606382528363223e+00,1.239375526813614625e+00,1.023504668583984367e+00
4.750000000000000000e+00,2.837326029275325734e+00,2.557648712292192705e+00,1.460207965813327791e+00,1.118557232391452549e+00
4.800000000000000711e+00,2.376718089499803011e+00,2.430379692477995235e+00,1.152161378268955261e+00,9.429750015089004567e-01
4.850000000000000533e+00,2.549933334878336399e+00,2.677081770739471178e+00,1.110235837262985026e+00,9.526514341483631743e-01
4.900000000000000355e+00,2.787019874897201710e+00,2.979713965490694783e+00,1.151553558214978068e+00,1.097170442954637837e+00
4.950000000000000178e+00,2.991106531255071754e+00,3.256306359628653446e+00,1.265512931459936485e+00,1.366683675971711143e+00
5.000000000000000000e+00,2.818917828950109339e+00,3.392571462357354406e+00,1.258667296212122810e+00,1.419230522907797054e+00
