t,rmse_enkf,rmse_eakf,rmse_enkf_tr,rmse_eakf_tr
1.850000000000000089e+00,3.322032820819173171e+00,3.591811377305870412e+00,1.804721006834273833e+00,2.521721828383073127e+00
1.900000000000000133e+00,3.024414862500214074e+00,3.451724291475090745e+00,1.432182050462155631e+00,2.762672480730171909e+00
1.950000000000000178e+00,2.792544328132149811e+00,3.275517058918988589e+00,1.258294685673380098e+00,2.882645804687915536e+00
2.000000000000000000e+00,2.582762228334619437e+00,3.690413898883958321e+00,1.369917570378352378e+00,2.357692423392220071e+00
2.050000000000000266e+00,2.427745616650295091e+00,3.569688988234479332e+00,1.365870250509024331e+00,2.047651404166256128e+00
2.100000000000000089e+00,2.339487111985258050e+00,3.569937361750813665e+00,1.416877538172598650e+00,1.904700706451224246e+00
2.149999999999999911e+00,2.348113744602212893e+00,3.572992669566850577e+00,1.411902011957150149e+00,1.838611120447301017e+00
2.200000000000000178e+00,2.638529977727830378e+00,3.592992883491676004e+00,1.696098514498254550e+00,1.928451695191431225e+00
2.250000000000000000e+00,2.679446279204764192e+00,3.619493117956910311e+00,1.692279034819251349e+00,1.992672889235240108e+00
2.300000000000000266e+00,2.801998598577626343e+00,3.630717170316765774e+00,1.757004972396202902e+00,2.061535680633638901e+00
2.350000000000000089e+00,2.904847736159196447e+00,3.730119494007362313e+00,1.909168069373630150e+00,2.019677385727980834e+00
2.400000000000000355e+00,3.515007578877763272e+00,4.003172208145826971e+00,1.666712358340832090e+00,2.094595201758081338e+00
2.450000000000000178e+00,3.637073666836144525e+00,4.037361399601515188e+00,1.640855619877945371e+00,2.034255911468675571e+00
2.500000000000000000e+00,3.826773957673692550e+00,4.029796419575045086e+00,1.814548928371734648e+00,1.966357972782015295e+00
2.550000000000000266e+00,3.965784388113947845e+00,4.114361331679297074e+00,1.987625195690569724e+00,2.093517735877877595e+00
2.600000000000000089e+00,3.739785868771707378e+00,4.458314873663236533e+00,1.842089560838776174e+00,2.557858351015056542e+00
2.650000000000000355e+00,3.780806644961931084e+00,4.551270149407734777e+00,1.858427743308903368e+00,2.506566417065110741e+00
2.700000000000000178e+00,3.806173805282504929e+00,4.349161351507456530e+00,1.879727821488762718e+00,2.298904215482612479e+00
2.750000000000000000e+00,3.772390310185745221e+00,4.071485870283526154e+00,1.841114658084212152e+00,2.068097367321775515e+00
2.800000000000000266e+00,3.559513311334533636e+00,3.601165432750283113e+00,1.598788311098514381e+00,1.675922865733561862e+00
2.850000000000000089e+00,3.472199310300450037e+00,3.448386229964892635e+00,1.641193961846860061e+00,1.630502952518172455e+00
2.900000000000000355e+00,3.407441799065022536e+00,3.250526738180957054e+00,1.719477936096072135e+00,1.633226590401472000e+00
2.950000000000000178e+00,3.171611375933272914e+00,3.070433248369333956e+00,1.713652259545135781e+00,1.644900905638143174e+00
3.000000000000000000e+00,3.447179319602238667e+00,2.861416536093210006e+00,1.675455436262872633e+00,1.452764958744363621e+00
3.050000000000000266e+00,3.539176536524053951e+00,2.898668552597490233e+00,1.724560547073099137e+00,1.344060202232263856e+00
3.100000000000000089e+00,3.765345026081582613e+00,3.050418788991080099e+00,2.032033886298978409e+00,1.430080200426868453e+00
3.150000000000000355e+00,3.844741135036249258e+00,3.179581084246795086e+00,2.218189087880763299e+00,1.626360411414312868e+00
3.200000000000000178e+00,3.645513682216504403e+00,2.808804244248816140e+00,1.996266779413177206e+00,1.695538008990110423e+00
3.250000000000000000e+00,3.638462860613979721e+00,2.706554138841434476e+00,1.919539917375927995e+00,1.669454818270699414e+00
3.300000000000000266e+00,3.724637248768241093e+00,2.764843505547268876e+00,1.964129259761936197e+00,1.734046293652315107e+00
3.350000000000000089e+00,3.963123796553056799e+00,2.953194424161731391e+00,2.128902435838169183e+00,1.907940602253674234e+00
3.400000000000000355e+00,4.612187042382434932e+00,3.232578643773641236e+00,2.590731222484190077e+00,2.297671004384897575e+00
3.450000000000000178e+00,5.007728783207779699e+00,3.320217457576972730e+00,2.851586069961790315e+00,2.170609409438684967e+00
3.500000000000000000e+00,5.187677062948057305e+00,3.572377485483630988e+00,3.081333288203241594e+00,2.269752411519268875e+00
3.550000000000000266e+00,5.049202701664469828e+00,3.855062061637537951e+00,2.983124828684195151e+00,2.398873868295083867e+00
3.600000000000000089e+00,5.085178947135539751e+00,3.483798059811813452e+00,3.373703835029282061e+00,1.658496235170954680e+00
3.650000000000000355e+00,4.809284226714256150e+00,3.505680630737554093e+00,3.188992334512815496e+00,1.700006610022429809e+00
3.700000000000000178e+00,4.636484692513295869e+00,3.601523256158326802e+00,3.084468888266218567e+00,1.895041805173362626e+00
3.750000000000000000e+00,4.454101482487044628e+00,3.674691960357186371e+00,3.013761671881399540e+00,1.968594892939916630e+00
3.800000000000000266e+00,4.519407969162721805e+00,3.809859963844989483e+00,2.763283870550482302e+00,2.099299691430928316e+00
3.850000000000000089e+00,4.446095853791068642e+00,3.638390250740306087e+00,2.603210802936479773e+00,2.012477548703633712e+00
3.900000000000000355e+00,4.402340866777066708e+00,3.534639349429820054e+00,2.811673608238261846e+00,2.148279939935432203e+00
3.950000000000000178e+00,4.354122693141626144e+00,3.304387336930043162e+00,3.113323561856430111e+00,2.357530175523707694e+00
4.000000000000000000e+00,4.248324657369825452e+00,2.842928527938502370e+00,2.670604916827226560e+00,1.875886566515615916e+00
4.049999999999999822e+00,4.080465942283635350e+00,2.610899032750260140e+00,2.604166903700058988e+00,1.479906004127623298e+00
4.100000000000000533e+00,3.960792846578239601e+00,2.538565994701455608e+00,2.568345914752235171e+00,1.449956913556259108e+00
4.150000000000000355e+00,3.980374630017351478e+00,2.521320548410041162e+00,2.632584988061678732e+00,1.570577718741837270e+00
4.200000000000000178e+00,3.316598627450450643e+00,2.981585719390776656e+00,2.310927145925048887e+00,1.776930324216352552e+00
4.250000000000000000e+00,3.582287579043090808e+00,3.181558047552683011e+00,2.287064990918711072e+00,1.855017090259760026e+00
4.299999999999999822e+00,3.842554812097816352e+00,3.331702685950587384e+00,2.478261295504070372e+00,2.067334625415967686e+00
4.350000000000000533e+00,3.941404164819733769e+00,3.380297951060317274e+00,2.647526218552992638e+00,2.245170290893555354e+00
4.400000000000000355e+00,4.106009591673683623e+00,3.214020576496557702e+00,2.773460318632388066e+00,1.302742643276734835e+00
4.450000000000000178e+00,4.204756615059007885e+00,3.281781089971655518e+00,2.772164952131314752e+00,1.241183432943335996e+00
4.500000000000000000e+00,4.184419687731869786e+00,3.364331173397499430e+00,2.661947890474467560e+00,1.355634325232894177e+00
4.549999999999999822e+00,4.104824662451684425e+00,3.400428337142540780e+00,2.557268043393359225e+00,1.490160901272371996e+00
4.600000000000000533e+00,5.074171531883759911e+00,4.176031952216875176e+00,3.224225847400758127e+00,2.285140718158818807e+00
4.650000000000000355e+00,4.917293782334679619e+00,4.321618631589949189e+00,3.091125186870665065e+00,2.308641147967906981e+00
4.700000000000000178e+00,4.617097699960314827e+00,4.366081125208411962e+00,2.850211306790486621e+00,2.391280355317849438e+00
4.750000000000000000e+00,4.348947228429032918e+00,4.263013448895683233e+00,2.511776857387683304e+00,2.463726311137155456e+00
4.800000000000000711e+00,4.771508123028286974e+00,4.617583838323711554e+00,3.072752478274121124e+00,2.823649322537965300e+00
4.850000000000000533e+00,4.437918941584751309e+00,4.635399385706471698e+00,3.039126192237667112e+00,2.736650987028284465e+00
4.900000000000000355e+00,4.235272918552530186e+00,4.805975101077517131e+00,2.963534318857501848e+00,2.814135912162127440e+00
4.950000000000000178e+00,4.131610308519857888e+00,4.831642223170377726e+00,2.850051820586257278e+00,2.866802514803953539e+00
5.000000000000000000e+00,4.494950180486998903e+00,4.665216409928356178e+00,2.716170146850568123e+00,2.861574727647532512e+00
